time_sec,step,x,y,yaw_rad,yaw_deg,distance_to_goal_m,linear_cmd,angular_cmd,pixel_x,pixel_y,map_value,map_class
132.779,24,11.323643,8.108122,0.300127,17.196,5.561285,0.150000,0.000000,226,219,254,free
133.074,24,11.367559,8.121703,0.300040,17.191,5.546387,0.150000,0.000000,227,219,254,free
133.364,24,11.411387,8.135262,0.300054,17.192,5.531855,0.150000,0.000000,228,219,254,free
133.574,24,11.440554,8.144285,0.300106,17.195,5.522374,0.150000,0.000000,228,219,254,free
133.871,24,11.479333,8.156290,0.300085,17.194,5.509999,0.150000,0.000000,229,218,254,free
134.166,24,11.523016,8.169805,0.300016,17.190,5.496390,0.150000,0.000000,230,218,254,free
134.371,24,11.552183,8.178829,0.300056,17.192,5.487498,0.150000,0.000000,231,218,254,free
134.669,24,11.596046,8.192405,0.300135,17.196,5.474413,0.150000,0.000000,231,218,254,free
134.872,24,11.625356,8.201476,0.300132,17.196,5.465868,0.150000,0.000000,232,217,254,free
135.079,24,11.654700,8.210556,0.300118,17.196,5.457474,0.150000,0.000000,233,217,254,free
136.581,25,11.683035,8.219422,0.299677,17.170,5.449422,0.000000,-0.500000,233,217,254,free
136.880,25,11.689047,8.218776,0.255694,14.650,5.450258,0.000000,-0.500000,233,217,254,free
137.092,25,11.690507,8.218048,0.189176,10.839,5.451033,0.000000,-0.500000,233,217,254,free
137.387,25,11.690023,8.217741,0.063443,3.635,5.451324,0.000000,-0.500000,233,217,254,free
137.697,25,11.689774,8.217632,-0.101939,-5.841,5.451425,0.000000,-0.500000,233,217,254,free
138.885,26,11.697866,8.216869,-0.271462,-15.554,5.452456,0.150000,0.000000,233,217,254,free
139.092,26,11.720211,8.210685,-0.275731,-15.798,5.459439,0.150000,0.000000,234,217,254,free
139.317,26,11.749197,8.202482,-0.287555,-16.476,5.468813,0.150000,0.000000,234,217,254,free
139.595,26,11.792706,8.189474,-0.293205,-16.799,5.483856,0.150000,0.000000,235,218,254,free
139.796,26,11.821965,8.180736,-0.287951,-16.498,5.494151,0.150000,0.000000,236,218,254,free
140.088,26,11.866022,8.167786,-0.284320,-16.290,5.509729,0.150000,0.000000,237,218,254,free
140.288,26,11.895471,8.159127,-0.287125,-16.451,5.520333,0.150000,0.000000,237,218,254,free
140.591,26,11.939648,8.145993,-0.289654,-16.596,5.536665,0.150000,0.000000,238,219,254,free
140.797,26,11.964232,8.138652,-0.288560,-16.533,5.545932,0.150000,0.000000,239,219,254,free
141.086,26,12.008352,8.125614,-0.286375,-16.408,5.562682,0.150000,0.000000,240,219,254,free
141.287,26,12.037712,8.116965,-0.286860,-16.436,5.573985,0.150000,0.000000,240,219,254,free
141.583,26,12.081659,8.103962,-0.288214,-16.513,5.591230,0.150000,0.000000,241,219,254,free
141.786,26,12.110880,8.095312,-0.288037,-16.503,5.602879,0.150000,0.000000,242,220,254,free
141.999,26,12.140083,8.086670,-0.287573,-16.477,5.614658,0.150000,0.000000,242,220,254,free
142.288,26,12.183916,8.073703,-0.287656,-16.481,5.632598,0.150000,0.000000,243,220,254,free
142.590,26,12.222962,8.062141,-0.288031,-16.503,5.648854,0.150000,0.000000,244,220,254,free
142.805,26,12.252325,8.053443,-0.288027,-16.503,5.661243,0.150000,0.000000,245,220,254,free
149.232,27,12.296141,8.040455,-0.290017,-16.617,5.679996,0.000000,0.500000,245,221,254,free
149.445,27,12.299904,8.040353,-0.268133,-15.363,5.680617,0.000000,0.500000,245,221,254,free
149.721,27,12.302453,8.040066,-0.158946,-9.107,5.681255,0.000000,0.500000,246,221,254,free
149.926,27,12.302909,8.039910,-0.045606,-2.613,5.681473,0.000000,0.500000,246,221,254,free
150.127,27,12.303079,8.039985,0.071252,4.082,5.681422,0.000000,0.500000,246,221,254,free
150.423,27,12.303246,8.040240,0.218650,12.528,5.681193,0.000000,0.500000,246,221,254,free
150.725,27,12.303592,8.040307,0.357832,20.502,5.681175,0.000000,0.500000,246,221,254,free
150.932,27,12.303842,8.040391,0.441213,25.280,5.681126,0.000000,0.500000,246,221,254,free
151.136,27,12.303987,8.040530,0.544363,31.190,5.681009,0.000000,0.500000,246,221,254,free
151.424,27,12.304263,8.040790,0.698228,40.006,5.680790,0.000000,0.500000,246,221,254,free
151.628,27,12.304459,8.040979,0.798311,45.740,5.680630,0.000000,0.500000,246,221,254,free
151.919,27,12.304775,8.041281,0.948567,54.349,5.680376,0.000000,0.500000,246,221,254,free
152.119,27,12.304931,8.041459,1.050440,60.186,5.680221,0.000000,0.500000,246,221,254,free
152.331,27,12.305051,8.041609,1.152490,66.033,5.680089,0.000000,0.500000,246,221,254,free
152.536,27,12.305136,8.041729,1.253675,71.830,5.679983,0.000000,0.500000,246,221,254,free
152.831,27,12.305114,8.041737,1.387630,79.505,5.679971,0.000000,0.500000,246,221,254,free
153.923,28,12.305226,8.033364,1.599914,91.668,5.688278,0.150000,0.000000,246,221,254,free
154.130,28,12.304724,8.054724,1.590574,91.133,5.667056,0.150000,0.000000,246,220,254,free
154.333,28,12.304124,8.085414,1.590147,91.109,5.636585,0.150000,0.000000,246,220,254,free
154.535,28,12.303564,8.111035,1.594998,91.387,5.611140,0.150000,0.000000,246,219,254,free
154.739,28,12.302714,8.141759,1.599552,91.648,5.580604,0.150000,0.000000,246,219,254,free
155.034,28,12.301428,8.187618,1.596501,91.473,5.535027,0.150000,0.000000,246,218,254,free
155.331,28,12.300353,8.233376,1.593328,91.291,5.489585,0.150000,0.000000,246,217,254,free
155.535,28,12.299664,8.263459,1.595121,91.394,5.459716,0.150000,0.000000,245,216,254,free
155.831,28,12.298473,8.309100,1.597332,91.520,5.414382,0.150000,0.000000,245,215,254,free
156.044,28,12.297806,8.334559,1.596578,91.477,5.389097,0.150000,0.000000,245,215,254,free
156.339,28,12.296664,8.380487,1.594906,91.381,5.343495,0.150000,0.000000,245,214,254,free
156.643,28,12.295540,8.426534,1.595617,91.422,5.297785,0.150000,0.000000,245,213,254,free
156.930,28,12.294379,8.472650,1.596238,91.458,5.252006,0.150000,0.000000,245,212,254,free
157.132,28,12.293602,8.503297,1.595888,91.438,5.221586,0.150000,0.000000,245,211,254,free
157.332,28,12.292840,8.533909,1.595531,91.417,5.191205,0.150000,0.000000,245,211,254,free
157.544,28,12.292086,8.564480,1.595570,91.419,5.160870,0.150000,0.000000,245,210,254,free
157.836,28,12.291072,8.605159,1.595893,91.438,5.120506,0.150000,0.000000,245,209,254,free
158.045,28,12.290306,8.635611,1.595934,91.440,5.090293,0.150000,0.000000,245,209,254,free
159.048,29,12.289853,8.653462,1.596931,91.497,5.072583,0.150000,0.000000,245,208,254,free
159.251,29,12.289121,8.681663,1.596816,91.491,5.044603,0.150000,0.000000,245,208,254,free
159.456,29,12.288454,8.707216,1.597075,91.506,5.019254,0.150000,0.000000,245,207,254,free
159.660,29,12.287643,8.737875,1.597413,91.525,4.988839,0.150000,0.000000,245,207,254,free
159.949,29,12.286419,8.783781,1.597398,91.524,4.943304,0.150000,0.000000,245,206,254,free
160.159,29,12.285605,8.814289,1.597228,91.514,4.913045,0.150000,0.000000,245,205,254,free
160.446,29,12.284397,8.859965,1.597096,91.507,4.867752,0.150000,0.000000,245,204,254,free
160.647,29,12.283595,8.890484,1.597101,91.507,4.837493,0.150000,0.000000,245,204,254,free
160.864,29,12.282791,8.921021,1.597140,91.509,4.807220,0.150000,0.000000,245,203,254,free
161.150,29,12.281716,8.961773,1.597158,91.510,4.766825,0.150000,0.000000,245,202,254,free
161.451,29,12.280506,9.007689,1.597136,91.509,4.721319,0.150000,0.000000,245,201,254,free
161.654,29,12.279699,9.038331,1.597133,91.509,4.690955,0.150000,0.000000,245,201,254,free
161.958,29,12.278487,9.084311,1.597152,91.510,4.645400,0.150000,0.000000,245,200,254,free
162.254,29,12.277276,9.130259,1.597162,91.511,4.599886,0.150000,0.000000,245,199,254,free
162.464,29,12.276469,9.160855,1.597161,91.511,4.569582,0.150000,0.000000,245,198,254,free
162.763,29,12.275262,9.206685,1.597165,91.511,4.524199,0.150000,0.000000,245,197,254,free
163.057,29,12.274187,9.247389,1.597172,91.511,4.483900,0.150000,0.000000,245,197,254,free
164.556,30,12.273259,9.282513,1.597413,91.525,4.449132,0.000000,-0.500000,245,196,254,free
164.859,30,12.273309,9.279233,1.571495,90.040,4.452372,0.000000,-0.500000,245,196,254,free
165.060,30,12.273345,9.276605,1.513503,86.717,4.454968,0.000000,-0.500000,245,196,254,free
165.271,30,12.273349,9.275568,1.424265,81.604,4.455990,0.000000,-0.500000,245,196,254,free
173.795,31,12.274538,9.281821,1.128771,64.674,4.450032,0.150000,0.000000,245,196,254,free
174.092,31,12.287912,9.310300,1.128501,64.658,4.424300,0.150000,0.000000,245,195,254,free
174.388,31,12.307598,9.351660,1.126820,64.562,4.387108,0.150000,0.000000,246,194,254,free
174.588,31,12.320749,9.379218,1.126945,64.569,4.362425,0.150000,0.000000,246,194,254,free
174.882,31,12.338235,9.415973,1.128576,64.663,4.329611,0.150000,0.000000,246,193,254,free
175.083,31,12.351305,9.443605,1.129378,64.709,4.305015,0.150000,0.000000,247,193,254,free
175.283,31,12.364365,9.471262,1.129174,64.697,4.280470,0.150000,0.000000,247,192,254,free
175.490,31,12.377441,9.498919,1.128537,64.660,4.256007,0.150000,0.000000,247,192,254,free
175.784,31,12.397082,9.540397,1.128380,64.651,4.219474,0.150000,0.000000,247,191,254,free
175.999,31,12.410179,9.568061,1.128717,64.671,4.195210,0.150000,0.000000,248,190,254,free
176.296,31,12.429815,9.609567,1.128852,64.678,4.158959,0.150000,0.000000,248,189,254,free
176.497,31,12.440726,9.632625,1.128706,64.670,4.138904,0.150000,0.000000,248,189,254,free
176.795,31,12.460373,9.674123,1.128562,64.662,4.102965,0.150000,0.000000,249,188,254,free
177.092,31,12.480013,9.715613,1.128705,64.670,4.067233,0.150000,0.000000,249,187,254,free
177.299,31,12.493101,9.743265,1.128745,64.672,4.043532,0.150000,0.000000,249,187,254,free
177.602,31,12.512730,9.784737,1.128664,64.668,4.008162,0.150000,0.000000,250,186,254,free
177.894,31,12.532361,9.826206,1.128650,64.667,3.973009,0.150000,0.000000,250,185,254,free
179.707,32,12.538640,9.839556,1.129006,64.687,3.961729,0.000000,0.500000,250,185,254,free
179.992,32,12.539907,9.844620,1.165131,66.757,3.957166,0.000000,0.500000,250,185,254,free
180.201,32,12.540341,9.846446,1.235203,70.772,3.955516,0.000000,0.500000,250,185,254,free
180.401,32,12.540536,9.847109,1.336891,76.598,3.954926,0.000000,0.500000,250,185,254,free
180.610,32,12.540699,9.847363,1.451627,83.172,3.954723,0.000000,0.500000,250,185,254,free
180.898,32,12.540805,9.847689,1.607713,92.115,3.954436,0.000000,0.500000,250,185,254,free
181.197,32,12.540792,9.847927,1.748964,100.208,3.954203,0.000000,0.500000,250,185,254,free
182.698,33,12.540911,9.844340,1.885155,108.011,3.957697,0.150000,0.000000,250,185,254,free
182.905,33,12.533131,9.868450,1.888999,108.232,3.932394,0.150000,0.000000,250,184,254,free
183.106,33,12.523653,9.897400,1.886311,108.078,3.901976,0.150000,0.000000,250,184,254,free
183.405,33,12.511081,9.936089,1.881596,107.807,3.861352,0.150000,0.000000,250,183,254,free
183.701,33,12.497027,9.979793,1.882855,107.880,3.815501,0.150000,0.000000,249,182,254,free
183.905,33,12.487598,10.008934,1.884720,107.986,3.784914,0.150000,0.000000,249,181,254,free
184.108,33,12.478141,10.038055,1.884792,107.991,3.754340,0.150000,0.000000,249,181,254,free
184.311,33,12.468703,10.067171,1.883666,107.926,3.723777,0.150000,0.000000,249,180,254,free
184.608,33,12.454597,10.110843,1.883085,107.893,3.677949,0.150000,0.000000,249,179,254,free
184.819,33,12.445191,10.139947,1.883702,107.928,3.647407,0.150000,0.000000,248,179,254,free
185.106,33,12.432630,10.178733,1.884154,107.954,3.606699,0.150000,0.000000,248,178,254,free
185.403,33,12.418499,10.222372,1.883732,107.930,3.560901,0.150000,0.000000,248,177,254,free
185.605,33,12.409082,10.251480,1.883585,107.921,3.530355,0.150000,0.000000,248,176,254,free
185.811,33,12.399662,10.280599,1.883731,107.930,3.499799,0.150000,0.000000,247,176,254,free
186.012,33,12.390235,10.309728,1.883923,107.941,3.469232,0.150000,0.000000,247,175,254,free
186.213,33,12.380801,10.338862,1.883953,107.943,3.438660,0.150000,0.000000,247,175,254,free
186.424,33,12.371368,10.367995,1.883864,107.937,3.408089,0.150000,0.000000,247,174,254,free
186.709,33,12.358798,10.406832,1.883817,107.935,3.367340,0.150000,0.000000,247,173,254,free
188.026,34,12.349620,10.435375,1.882898,107.882,3.337406,0.000000,-0.500000,246,173,254,free
188.232,34,12.350114,10.439315,1.863615,106.777,3.333716,0.000000,-0.500000,247,173,254,free
188.537,34,12.350991,10.441474,1.782580,102.134,3.331848,0.000000,-0.500000,247,173,254,free
188.833,34,12.351312,10.440665,1.628491,93.306,3.332711,0.000000,-0.500000,247,173,254,free
189.141,34,12.351402,10.440345,1.461361,83.730,3.333044,0.000000,-0.500000,247,173,254,free
198.564,35,12.351938,10.448829,1.321444,75.713,3.324968,0.150000,0.000000,247,173,254,free
198.765,35,12.357605,10.471277,1.321272,75.703,3.304696,0.150000,0.000000,247,172,254,free
199.065,35,12.368958,10.515588,1.320231,75.644,3.264835,0.150000,0.000000,247,171,254,free
199.267,35,12.376545,10.545143,1.320373,75.652,3.238338,0.150000,0.000000,247,171,254,free
199.561,35,12.387893,10.589584,1.321466,75.714,3.198615,0.150000,0.000000,247,170,254,free
199.762,35,12.395441,10.619250,1.321564,75.720,3.172182,0.150000,0.000000,247,169,254,free
199.969,35,12.402998,10.648921,1.321118,75.694,3.145824,0.150000,0.000000,248,169,254,free
200.264,35,12.413088,10.688465,1.320771,75.675,3.110821,0.150000,0.000000,248,168,254,free
200.470,35,12.420656,10.718117,1.320946,75.685,3.084668,0.150000,0.000000,248,167,254,free
200.768,35,12.431996,10.762582,1.321172,75.698,3.045603,0.150000,0.000000,248,166,254,free
200.969,35,12.439552,10.792219,1.321069,75.692,3.019672,0.150000,0.000000,248,166,254,free
201.273,35,12.450892,10.836671,1.320897,75.682,2.980945,0.150000,0.000000,249,165,254,free
201.566,35,12.462240,10.881135,1.320957,75.685,2.942414,0.150000,0.000000,249,164,254,free
201.769,35,12.469805,10.910788,1.320997,75.688,2.916836,0.150000,0.000000,249,163,254,free
202.078,35,12.479896,10.950338,1.320949,75.685,2.882874,0.150000,0.000000,249,162,254,free
202.365,35,12.491252,10.994835,1.320898,75.682,2.844880,0.150000,0.000000,249,162,254,free
202.582,35,12.498822,11.024497,1.320907,75.682,2.819684,0.150000,0.000000,249,161,254,free
203.678,36,12.506195,11.053402,1.321987,75.744,2.795233,0.000000,0.500000,250,160,254,free
203.973,36,12.506295,11.059465,1.345401,77.086,2.789602,0.000000,0.500000,250,160,254,free
204.178,36,12.506541,11.062732,1.399102,80.163,2.786637,0.000000,0.500000,250,160,254,free
204.387,36,12.506581,11.063942,1.481791,84.900,2.785521,0.000000,0.500000,250,160,254,free
204.680,36,12.506536,11.064629,1.642510,94.109,2.784863,0.000000,0.500000,250,160,254,free
206.689,37,12.507002,11.060031,1.853197,106.180,2.789325,0.150000,0.000000,250,160,254,free
206.892,37,12.501199,11.080452,1.848745,105.925,2.768177,0.150000,0.000000,250,160,254,free
207.185,37,12.490056,11.119461,1.848820,105.930,2.727764,0.150000,0.000000,249,159,254,free
207.385,37,12.481625,11.148813,1.851376,106.076,2.697340,0.150000,0.000000,249,159,254,free
207.597,37,12.473137,11.178216,1.852165,106.121,2.666852,0.150000,0.000000,249,158,254,free
207.887,37,12.460418,11.222362,1.850280,106.013,2.621090,0.150000,0.000000,249,157,254,free
208.188,37,12.447757,11.266525,1.849947,105.994,2.575340,0.150000,0.000000,248,156,254,free
208.396,37,12.439309,11.295958,1.850751,106.040,2.544850,0.150000,0.000000,248,156,254,free
208.681,37,12.426618,11.340062,1.851075,106.059,2.499156,0.150000,0.000000,248,155,254,free
208.883,37,12.419573,11.364548,1.850741,106.040,2.473790,0.150000,0.000000,248,154,254,free
209.084,37,12.411131,11.393926,1.850459,106.024,2.443365,0.150000,0.000000,248,154,254,free
209.291,37,12.402694,11.423301,1.850564,106.030,2.412947,0.150000,0.000000,248,153,254,free
209.493,37,12.394247,11.452685,1.850822,106.044,2.382521,0.150000,0.000000,247,152,254,free
209.786,37,12.381561,11.496785,1.850896,106.049,2.336860,0.150000,0.000000,247,152,254,free
209.992,37,12.373099,11.526207,1.850790,106.042,2.306404,0.150000,0.000000,247,151,254,free
210.194,37,12.364634,11.555644,1.850753,106.040,2.275936,0.150000,0.000000,247,150,254,free
210.395,37,12.356167,11.585087,1.850820,106.044,2.245466,0.150000,0.000000,247,150,254,free
210.704,37,12.344879,11.624337,1.850922,106.050,2.204854,0.150000,0.000000,246,149,254,free
211.910,38,12.336397,11.653958,1.850556,106.029,2.174224,0.150000,0.000000,246,148,254,free
212.200,38,12.325188,11.692910,1.851963,106.110,2.133933,0.150000,0.000000,246,148,254,free
212.491,38,12.313870,11.732037,1.851655,106.092,2.093449,0.150000,0.000000,246,147,254,free
212.700,38,12.305385,11.761435,1.851146,106.063,2.063043,0.150000,0.000000,246,146,254,free
212.905,38,12.296903,11.790871,1.851126,106.062,2.032611,0.150000,0.000000,245,146,254,free
213.106,38,12.288411,11.820328,1.851467,106.081,2.002161,0.150000,0.000000,245,145,254,free
213.396,38,12.275660,11.864514,1.851696,106.094,1.956493,0.150000,0.000000,245,144,254,free
213.614,38,12.267169,11.893951,1.851560,106.087,1.926078,0.150000,0.000000,245,144,254,free
213.816,38,12.258689,11.923361,1.851476,106.082,1.895700,0.150000,0.000000,245,143,254,free
214.100,38,12.247385,11.962540,1.851571,106.087,1.855240,0.150000,0.000000,244,142,254,free
214.302,38,12.238918,11.991891,1.851622,106.090,1.824939,0.150000,0.000000,244,142,254,free
214.593,38,12.226222,12.035904,1.851587,106.088,1.779518,0.150000,0.000000,244,141,254,free
214.800,38,12.217753,12.065262,1.851576,106.087,1.749232,0.150000,0.000000,244,140,254,free
215.093,38,12.205038,12.109347,1.851635,106.091,1.703772,0.150000,0.000000,244,139,254,free
215.305,38,12.196548,12.138774,1.851672,106.093,1.673439,0.150000,0.000000,243,139,254,free
215.592,38,12.183802,12.182952,1.851677,106.093,1.627921,0.150000,0.000000,243,138,254,free
215.794,38,12.176720,12.207501,1.851681,106.094,1.602640,0.150000,0.000000,243,137,254,free
215.999,38,12.168224,12.236950,1.851700,106.095,1.572322,0.150000,0.000000,243,137,254,free
223.730,39,12.163853,12.252111,1.851976,106.110,1.556721,0.150000,0.000000,243,136,254,free
224.010,39,12.152515,12.291485,1.851991,106.111,1.516227,0.150000,0.000000,243,136,254,free
224.210,39,12.145565,12.315736,1.852562,106.144,1.491312,0.150000,0.000000,242,135,254,free
224.412,39,12.137052,12.344811,1.853566,106.201,1.461379,0.150000,0.000000,242,135,254,free
224.629,39,12.128546,12.373937,1.853075,106.173,1.431418,0.150000,0.000000,242,134,254,free
224.846,39,12.120070,12.403253,1.851541,106.085,1.401316,0.150000,0.000000,242,133,254,free
225.126,39,12.107380,12.447363,1.851001,106.055,1.356085,0.150000,0.000000,242,133,254,free
225.430,39,12.094634,12.491570,1.852156,106.121,1.310789,0.150000,0.000000,241,132,254,free
225.640,39,12.086113,12.521057,1.852220,106.124,1.280595,0.150000,0.000000,241,131,254,free
225.919,39,12.073337,12.565318,1.851592,106.088,1.235325,0.150000,0.000000,241,130,254,free
226.216,39,12.062027,12.604546,1.851713,106.095,1.195261,0.150000,0.000000,241,129,254,free
226.418,39,12.053548,12.633917,1.852006,106.112,1.165293,0.150000,0.000000,241,129,254,free
226.620,39,12.045092,12.663153,1.852036,106.114,1.135487,0.150000,0.000000,240,128,254,free
226.824,39,12.036621,12.692506,1.851784,106.099,1.105606,0.150000,0.000000,240,128,254,free
227.024,39,12.028165,12.721817,1.851648,106.092,1.075805,0.150000,0.000000,240,127,254,free
227.226,39,12.019700,12.751152,1.851749,106.097,1.046021,0.150000,0.000000,240,126,254,free
227.438,39,12.011218,12.780530,1.851902,106.106,1.016235,0.150000,0.000000,240,126,254,free
227.724,39,11.999886,12.819775,1.851921,106.107,0.976520,0.150000,0.000000,239,125,254,free
229.225,40,11.994409,12.838731,1.852148,106.120,0.957371,0.000000,0.500000,239,125,254,free
229.524,40,11.993957,12.846322,1.888428,108.199,0.950588,0.000000,0.500000,239,125,254,free
229.727,40,11.993042,12.848749,1.951945,111.838,0.948032,0.000000,0.500000,239,125,254,free
230.017,40,11.992295,12.849681,2.099774,120.308,0.946850,0.000000,0.500000,239,125,254,free
231.329,41,11.994967,12.846460,2.312853,132.517,0.950981,0.150000,0.000000,239,125,254,free
231.628,41,11.969974,12.873353,2.327903,133.379,0.915164,0.150000,0.000000,239,124,254,free
231.927,41,11.938708,12.906097,2.335668,133.824,0.871247,0.150000,0.000000,238,123,254,free
232.221,41,11.907229,12.939191,2.327157,133.336,0.827066,0.150000,0.000000,238,123,254,free
232.531,41,11.875768,12.972547,2.327004,133.327,0.782833,0.150000,0.000000,237,122,254,free
232.825,41,11.847636,13.002218,2.331218,133.569,0.743586,0.150000,0.000000,236,121,254,free
233.038,41,11.826465,13.024457,2.331263,133.572,0.714252,0.150000,0.000000,236,121,254,free
233.239,41,11.805321,13.046719,2.329423,133.466,0.685029,0.150000,0.000000,236,121,254,free
233.527,41,11.773638,13.080166,2.328458,133.411,0.641418,0.150000,0.000000,235,120,254,free
233.731,41,11.752581,13.102407,2.329316,133.460,0.612623,0.150000,0.000000,235,119,254,free
234.031,41,11.721022,13.135679,2.329968,133.497,0.569880,0.150000,0.000000,234,119,254,free
234.242,41,11.700065,13.157799,2.329517,133.472,0.541755,0.150000,0.000000,234,118,254,free
234.538,41,11.672093,13.187299,2.329294,133.459,0.504661,0.150000,0.000000,233,118,254,free
234.742,41,11.651112,13.209430,2.329541,133.473,0.477217,0.150000,0.000000,233,117,254,free
234.943,41,11.630102,13.231584,2.329719,133.483,0.450135,0.150000,0.000000,232,117,254,free
235.145,41,11.609050,13.253779,2.329659,133.480,0.423473,0.150000,0.000000,232,116,254,free
242.576,42,11.588381,13.275578,2.330644,133.536,0.397839,0.000000,-0.500000,231,116,254,free
242.866,42,11.592592,13.271340,2.276280,130.421,0.402813,0.000000,-0.500000,231,116,254,free
243.163,42,11.593757,13.270176,2.163595,123.965,0.404186,0.000000,-0.500000,231,116,254,free
243.375,42,11.594029,13.269864,2.051209,117.526,0.404545,0.000000,-0.500000,231,116,254,free
243.590,42,11.594086,13.269728,1.937916,111.034,0.404690,0.000000,-0.500000,231,116,254,free
243.873,42,11.594039,13.269567,1.789514,102.532,0.404839,0.000000,-0.500000,231,116,254,free
247.166,43,11.594024,13.273821,1.602474,91.815,0.400669,0.150000,0.000000,231,116,254,free
247.370,43,11.593525,13.289890,1.602505,91.817,0.384842,0.150000,0.000000,231,116,254,free
247.571,43,11.592569,13.320123,1.602009,91.788,0.355121,0.150000,0.000000,231,115,254,free
247.874,43,11.591149,13.365846,1.601673,91.769,0.310373,0.150000,0.000000,231,114,254,free
248.172,43,11.589882,13.406650,1.601931,91.784,0.270720,0.150000,0.000000,231,113,254,free
248.374,43,11.588924,13.437315,1.602041,91.790,0.241176,0.150000,0.000000,231,113,254,free
248.678,43,11.587488,13.483351,1.601899,91.782,0.197474,0.150000,0.000000,231,112,254,free
248.974,43,11.586056,13.529434,1.601864,91.780,0.155102,0.150000,0.000000,231,111,254,free
249.175,43,11.585104,13.560052,1.601944,91.785,0.128381,0.150000,0.000000,231,110,254,free
249.470,43,11.583675,13.605897,1.601967,91.786,0.092992,0.150000,0.000000,231,109,254,free
249.772,43,11.582411,13.646503,1.601910,91.783,0.072269,0.150000,0.000000,231,109,254,free
249.978,43,11.581463,13.676978,1.601891,91.782,0.069433,0.150000,0.000000,231,108,254,free
