time_sec,step,x,y,yaw_rad,yaw_deg,distance_to_goal_m,linear_cmd,angular_cmd,pixel_x,pixel_y,map_value,map_class
34.886,7,6.309882,8.019360,-0.177739,-10.184,7.678396,0.000000,0.500000,126,221,254,free
35.096,7,6.312457,8.019241,-0.118419,-6.785,7.676739,0.000000,0.500000,126,221,254,free
35.382,7,6.313410,8.019125,0.033919,1.943,7.676179,0.000000,0.500000,126,221,254,free
35.685,7,6.313808,8.019494,0.203830,11.679,7.675637,0.000000,0.500000,126,221,254,free
36.892,8,6.313627,8.018464,0.342199,19.607,7.676518,0.150000,0.000000,126,221,254,free
37.103,8,6.333845,8.025691,0.346704,19.865,7.657514,0.150000,0.000000,126,221,254,free
37.392,8,6.377068,8.041657,0.356100,20.403,7.616550,0.150000,0.000000,127,221,254,free
37.696,8,6.420089,8.057592,0.351098,20.116,7.575802,0.150000,0.000000,128,220,254,free
37.900,8,6.448773,8.068031,0.347588,19.915,7.548805,0.150000,0.000000,128,220,254,free
38.187,8,6.486558,8.081708,0.350216,20.066,7.513338,0.150000,0.000000,129,220,254,free
38.394,8,6.515104,8.092242,0.353168,20.235,7.486425,0.150000,0.000000,130,220,254,free
38.599,8,6.543760,8.102794,0.352407,20.191,7.459453,0.150000,0.000000,130,219,254,free
38.889,8,6.586869,8.118566,0.349252,20.011,7.419003,0.150000,0.000000,131,219,254,free
39.093,8,6.615706,8.129066,0.349436,20.021,7.392019,0.150000,0.000000,132,219,254,free
39.299,8,6.644560,8.139599,0.350770,20.098,7.365029,0.150000,0.000000,132,219,254,free
39.599,8,6.687855,8.155456,0.351289,20.127,7.324544,0.150000,0.000000,133,218,254,free
39.812,8,6.716637,8.165994,0.350642,20.090,7.297671,0.150000,0.000000,134,218,254,free
40.104,8,6.754959,8.179997,0.350277,20.069,7.261957,0.150000,0.000000,135,218,254,free
40.417,8,6.797969,8.195724,0.350808,20.100,7.221931,0.150000,0.000000,135,218,254,free
40.702,8,6.840888,8.211434,0.350813,20.100,7.182045,0.150000,0.000000,136,217,254,free
40.903,8,6.869521,8.221909,0.350581,20.087,7.155479,0.150000,0.000000,137,217,254,free
42.305,9,6.897861,8.232263,0.350688,20.093,7.129226,0.000000,-0.500000,137,217,254,free
42.515,9,6.894319,8.232123,0.328765,18.837,7.131626,0.000000,-0.500000,137,217,254,free
42.730,9,6.892313,8.231681,0.263926,15.122,7.133262,0.000000,-0.500000,137,217,254,free
43.008,9,6.891538,8.231176,0.100840,5.778,7.134149,0.000000,-0.500000,137,217,254,free
43.221,9,6.891287,8.231063,-0.014277,-0.818,7.134397,0.000000,-0.500000,137,217,254,free
43.512,9,6.890895,8.231101,-0.144543,-8.282,7.134622,0.000000,-0.500000,137,217,254,free
45.027,10,6.896053,8.230637,-0.325846,-18.670,7.131636,0.150000,0.000000,137,217,254,free
45.240,10,6.916470,8.223618,-0.333646,-19.117,7.123796,0.150000,0.000000,138,217,254,free
45.450,10,6.945124,8.213744,-0.335244,-19.208,7.112908,0.150000,0.000000,138,217,254,free
45.732,10,6.987989,8.198920,-0.330764,-18.951,7.096871,0.150000,0.000000,139,218,254,free
45.941,10,7.016722,8.189027,-0.329507,-18.879,7.086230,0.150000,0.000000,140,218,254,free
46.232,10,7.060061,8.174183,-0.330790,-18.953,7.070335,0.150000,0.000000,141,218,254,free
46.435,10,7.089022,8.164227,-0.331608,-19.000,7.059889,0.150000,0.000000,141,218,254,free
46.652,10,7.113189,8.155904,-0.331520,-18.995,7.051272,0.150000,0.000000,142,218,254,free
46.877,10,7.142222,8.145918,-0.330941,-18.962,7.041019,0.150000,0.000000,142,219,254,free
47.143,10,7.185799,8.130976,-0.330716,-18.949,7.025818,0.150000,0.000000,143,219,254,free
47.447,10,7.229301,8.116003,-0.331246,-18.979,7.010958,0.150000,0.000000,144,219,254,free
47.654,10,7.258230,8.106052,-0.331264,-18.980,7.001220,0.150000,0.000000,145,219,254,free
47.944,10,7.301502,8.091174,-0.330993,-18.965,6.986874,0.150000,0.000000,146,220,254,free
48.145,10,7.330350,8.081263,-0.330977,-18.964,6.977454,0.150000,0.000000,146,220,254,free
48.353,10,7.354382,8.073005,-0.331082,-18.970,6.969701,0.150000,0.000000,147,220,254,free
48.647,10,7.397674,8.058121,-0.331261,-18.980,6.955952,0.150000,0.000000,147,220,254,free
48.863,10,7.426596,8.048175,-0.331258,-18.980,6.946921,0.150000,0.000000,148,221,254,free
49.162,10,7.470074,8.033223,-0.331212,-18.977,6.933578,0.150000,0.000000,149,221,254,free
50.773,11,7.483760,8.028416,-0.329225,-18.863,6.929517,0.000000,0.500000,149,221,254,free
51.061,11,7.490904,8.027339,-0.287071,-16.448,6.926242,0.000000,0.500000,149,221,254,free
51.281,11,7.493423,8.026964,-0.222803,-12.766,6.925086,0.000000,0.500000,149,221,254,free
51.571,11,7.494707,8.026878,-0.081879,-4.691,6.924410,0.000000,0.500000,149,221,254,free
51.873,11,7.495147,8.026924,0.062320,3.571,6.924118,0.000000,0.500000,149,221,254,free
52.090,11,7.495425,8.026993,0.164852,9.445,6.923900,0.000000,0.500000,149,221,254,free
53.600,12,7.491327,8.026962,0.289775,16.603,6.926305,0.150000,0.000000,149,221,254,free
53.889,12,7.520988,8.035788,0.292285,16.747,6.901923,0.150000,0.000000,150,221,254,free
54.105,12,7.550183,8.044456,0.286745,16.429,6.877991,0.150000,0.000000,151,221,254,free
54.313,12,7.579495,8.053074,0.284115,16.279,6.854086,0.150000,0.000000,151,220,254,free
54.598,12,7.623662,8.066046,0.287523,16.474,6.818177,0.150000,0.000000,152,220,254,free
54.819,12,7.653112,8.074794,0.289344,16.578,6.794220,0.150000,0.000000,153,220,254,free
55.048,12,7.682624,8.083578,0.288617,16.537,6.770254,0.150000,0.000000,153,220,254,free
55.324,12,7.726754,8.096641,0.286520,16.416,6.734578,0.150000,0.000000,154,220,254,free
55.524,12,7.751231,8.103851,0.286592,16.421,6.714874,0.150000,0.000000,155,219,254,free
55.740,12,7.780563,8.112508,0.287523,16.474,6.691299,0.150000,0.000000,155,219,254,free
56.027,12,7.824443,8.125497,0.288044,16.504,6.656107,0.150000,0.000000,156,219,254,free
56.228,12,7.853611,8.134129,0.287622,16.480,6.632787,0.150000,0.000000,157,219,254,free
56.432,12,7.882830,8.142775,0.287372,16.465,6.609485,0.150000,0.000000,157,219,254,free
56.635,12,7.912077,8.151422,0.287504,16.473,6.586225,0.150000,0.000000,158,218,254,free
56.847,12,7.941375,8.160092,0.287756,16.487,6.562978,0.150000,0.000000,158,218,254,free
57.049,12,7.965838,8.167336,0.287839,16.492,6.543609,0.150000,0.000000,159,218,254,free
57.255,12,7.995249,8.176044,0.287757,16.487,6.520380,0.150000,0.000000,159,218,254,free
57.471,12,8.024704,8.184759,0.287651,16.481,6.497182,0.150000,0.000000,160,218,254,free
57.745,12,8.068906,8.197837,0.287707,16.484,6.462489,0.150000,0.000000,161,218,254,free
59.349,13,8.082785,8.201919,0.284008,16.272,6.451645,0.000000,-0.500000,161,217,254,free
59.562,13,8.087660,8.201432,0.267449,15.324,6.449467,0.000000,-0.500000,161,217,254,free
59.851,13,8.091714,8.200246,0.190007,10.887,6.448321,0.000000,-0.500000,161,217,254,free
60.068,13,8.091773,8.200039,0.105675,6.055,6.448465,0.000000,-0.500000,161,217,254,free
60.270,13,8.091394,8.199911,0.000523,0.030,6.448774,0.000000,-0.500000,161,218,254,free
60.559,13,8.091199,8.199910,-0.146894,-8.416,6.448878,0.000000,-0.500000,161,218,254,free
70.091,14,8.096003,8.200040,-0.289871,-16.608,6.446220,0.150000,0.000000,161,217,254,free
70.302,14,8.120237,8.192810,-0.289977,-16.614,6.439552,0.150000,0.000000,162,218,254,free
70.509,14,8.149515,8.184072,-0.290125,-16.623,6.431622,0.150000,0.000000,162,218,254,free
70.713,14,8.173990,8.176764,-0.290172,-16.626,6.425100,0.150000,0.000000,163,218,254,free
70.999,14,8.218137,8.163602,-0.290223,-16.629,6.413558,0.150000,0.000000,164,218,254,free
71.199,14,8.247575,8.154820,-0.290574,-16.649,6.406039,0.150000,0.000000,164,218,254,free
71.489,14,8.291618,8.141598,-0.290702,-16.656,6.395121,0.150000,0.000000,165,219,254,free
71.721,14,8.320902,8.132844,-0.290290,-16.632,6.388001,0.150000,0.000000,166,219,254,free
71.935,14,8.350145,8.124112,-0.290108,-16.622,6.381021,0.150000,0.000000,167,219,254,free
72.142,14,8.379109,8.115471,-0.290496,-16.644,6.374239,0.150000,0.000000,167,219,254,free
72.443,14,8.418140,8.103773,-0.290740,-16.658,6.365361,0.150000,0.000000,168,219,254,free
72.727,14,8.462089,8.090645,-0.290103,-16.622,6.355623,0.150000,0.000000,169,220,254,free
72.935,14,8.491465,8.081879,-0.290034,-16.618,6.349283,0.150000,0.000000,169,220,254,free
73.140,14,8.520891,8.073095,-0.290268,-16.631,6.343077,0.150000,0.000000,170,220,254,free
73.341,14,8.550334,8.064298,-0.290429,-16.640,6.337018,0.150000,0.000000,171,220,254,free
73.543,14,8.579761,8.055507,-0.290345,-16.636,6.331103,0.150000,0.000000,171,220,254,free
73.836,14,8.623820,8.042347,-0.290197,-16.627,6.322515,0.150000,0.000000,172,221,254,free
74.045,14,8.653141,8.033589,-0.290255,-16.630,6.316979,0.150000,0.000000,173,221,254,free
75.847,15,8.691475,8.022147,-0.289852,-16.607,6.309950,0.000000,0.500000,173,221,254,free
76.141,15,8.696393,8.022087,-0.262135,-15.019,6.307806,0.000000,0.500000,173,221,254,free
76.455,15,8.698741,8.021721,-0.151017,-8.653,6.307085,0.000000,0.500000,173,221,254,free
76.749,15,8.699354,8.021556,0.022277,1.276,6.306960,0.000000,0.500000,173,221,254,free
76.949,15,8.699741,8.021691,0.132189,7.574,6.306667,0.000000,0.500000,173,221,254,free
78.157,16,8.696813,8.021347,0.292425,16.755,6.308281,0.150000,0.000000,173,221,254,free
78.461,16,8.731870,8.031956,0.298414,17.098,6.283194,0.150000,0.000000,174,221,254,free
78.748,16,8.775771,8.045647,0.306359,17.553,6.251575,0.150000,0.000000,175,221,254,free
78.954,16,8.804978,8.054894,0.303964,17.416,6.230514,0.150000,0.000000,176,220,254,free
79.268,16,8.843866,8.067004,0.299455,17.158,6.202777,0.150000,0.000000,176,220,254,free
79.554,16,8.887515,8.080575,0.300854,17.238,6.171836,0.150000,0.000000,177,220,254,free
79.848,16,8.931147,8.094158,0.301597,17.280,6.141076,0.150000,0.000000,178,220,254,free
80.049,16,8.960318,8.103201,0.300356,17.209,6.120649,0.150000,0.000000,179,219,254,free
80.250,16,8.989522,8.112226,0.299651,17.169,6.100309,0.150000,0.000000,179,219,254,free
80.451,16,9.018763,8.121259,0.300047,17.191,6.080033,0.150000,0.000000,180,219,254,free
80.748,16,9.062667,8.134859,0.300877,17.239,6.049718,0.150000,0.000000,181,219,254,free
80.957,16,9.087069,8.142428,0.300773,17.233,6.032946,0.150000,0.000000,181,219,254,free
81.256,16,9.130994,8.156034,0.300260,17.204,6.002926,0.150000,0.000000,182,218,254,free
81.468,16,9.160256,8.165094,0.300277,17.205,5.983044,0.150000,0.000000,183,218,254,free
81.749,16,9.204096,8.178673,0.300566,17.221,5.953424,0.150000,0.000000,184,218,254,free
81.953,16,9.233286,8.187718,0.300611,17.224,5.933813,0.150000,0.000000,184,218,254,free
82.158,16,9.262457,8.196761,0.300557,17.221,5.914304,0.150000,0.000000,185,218,254,free
83.758,17,9.291278,8.205689,0.302032,17.305,5.895127,0.000000,-0.500000,185,217,254,free
84.066,17,9.289885,8.205182,0.264265,15.141,5.896121,0.000000,-0.500000,185,217,254,free
84.275,17,9.288266,8.204778,0.190242,10.900,5.897106,0.000000,-0.500000,185,217,254,free
84.563,17,9.287400,8.204499,0.046106,2.642,5.897691,0.000000,-0.500000,185,217,254,free
84.859,17,9.286989,8.204476,-0.119741,-6.861,5.897867,0.000000,-0.500000,185,217,254,free
94.315,18,9.293013,8.204352,-0.261855,-15.003,5.895711,0.150000,0.000000,185,217,254,free
94.522,18,9.317516,8.197843,-0.261850,-15.003,5.892570,0.150000,0.000000,186,218,254,free
94.822,18,9.356635,8.187295,-0.262264,-15.027,5.887921,0.150000,0.000000,187,218,254,free
95.022,18,9.386105,8.179375,-0.262004,-15.012,5.884577,0.150000,0.000000,187,218,254,free
95.228,18,9.415654,8.171462,-0.261486,-14.982,5.881354,0.150000,0.000000,188,218,254,free
95.430,18,9.445241,8.163549,-0.261363,-14.975,5.878276,0.150000,0.000000,188,218,254,free
95.740,18,9.489646,8.151660,-0.261840,-15.002,5.873963,0.150000,0.000000,189,218,254,free
96.024,18,9.534053,8.139757,-0.261921,-15.007,5.870021,0.150000,0.000000,190,219,254,free
96.226,18,9.558703,8.133151,-0.261766,-14.998,5.867986,0.150000,0.000000,191,219,254,free
96.523,18,9.603043,8.121274,-0.261680,-14.993,5.864597,0.150000,0.000000,192,219,254,free
96.729,18,9.632574,8.113366,-0.261796,-15.000,5.862537,0.150000,0.000000,192,219,254,free
97.025,18,9.676829,8.101505,-0.261897,-15.006,5.859755,0.150000,0.000000,193,219,254,free
97.231,18,9.706334,8.093597,-0.261875,-15.004,5.858100,0.150000,0.000000,194,220,254,free
97.535,18,9.750631,8.081727,-0.261856,-15.003,5.855910,0.150000,0.000000,195,220,254,free
97.830,18,9.794987,8.069837,-0.261920,-15.007,5.854080,0.150000,0.000000,195,220,254,free
98.033,18,9.824588,8.061903,-0.261947,-15.008,5.853059,0.150000,0.000000,196,220,254,free
98.327,18,9.864070,8.051317,-0.261929,-15.007,5.851949,0.150000,0.000000,197,220,254,free
99.743,19,9.892867,8.043610,-0.260503,-14.926,5.851307,0.000000,0.500000,197,221,254,free
99.946,19,9.897596,8.043270,-0.248789,-14.255,5.850325,0.000000,0.500000,197,221,254,free
100.237,19,9.903806,8.042396,-0.182915,-10.480,5.849454,0.000000,0.500000,198,221,254,free
100.535,19,9.906022,8.042325,-0.060931,-3.491,5.848914,0.000000,0.500000,198,221,254,free
100.739,19,9.906622,8.042348,0.045016,2.579,5.848726,0.000000,0.500000,198,221,254,free
100.945,19,9.906804,8.042301,0.153930,8.820,5.848721,0.000000,0.500000,198,221,254,free
101.938,20,9.902018,8.042135,0.278505,15.957,5.850198,0.150000,0.000000,198,221,254,free
102.139,20,9.917137,8.046516,0.276376,15.835,5.841837,0.150000,0.000000,198,221,254,free
102.343,20,9.946315,8.054871,0.285632,16.366,5.825887,0.150000,0.000000,198,220,254,free
102.635,20,9.990154,8.067878,0.293162,16.797,5.801700,0.150000,0.000000,199,220,254,free
102.845,20,10.019483,8.076636,0.289156,16.567,5.785610,0.150000,0.000000,200,220,254,free
103.045,20,10.048894,8.085332,0.285176,16.339,5.769676,0.150000,0.000000,200,220,254,free
103.247,20,10.073460,8.092537,0.285178,16.339,5.756516,0.150000,0.000000,201,220,254,free
103.449,20,10.102935,8.101217,0.287834,16.492,5.740802,0.150000,0.000000,202,219,254,free
103.742,20,10.147136,8.114382,0.289492,16.587,5.717321,0.150000,0.000000,202,219,254,free
103.945,20,10.176493,8.123106,0.287956,16.499,5.701899,0.150000,0.000000,203,219,254,free
104.152,20,10.205824,8.131771,0.286803,16.433,5.686663,0.150000,0.000000,204,219,254,free
104.444,20,10.249755,8.144737,0.287668,16.482,5.664086,0.150000,0.000000,204,219,254,free
104.650,20,10.278929,8.153374,0.288469,16.528,5.649223,0.150000,0.000000,205,218,254,free
104.852,20,10.308134,8.162046,0.288461,16.528,5.634443,0.150000,0.000000,206,218,254,free
105.076,20,10.332488,8.169270,0.288048,16.504,5.622223,0.150000,0.000000,206,218,254,free
105.359,20,10.376415,8.182279,0.287738,16.486,5.600426,0.150000,0.000000,207,218,254,free
105.654,20,10.420490,8.195335,0.288152,16.510,5.578845,0.150000,0.000000,208,218,254,free
105.859,20,10.449934,8.204064,0.288255,16.516,5.564586,0.150000,0.000000,208,217,254,free
112.389,21,10.493770,8.217062,0.290780,16.660,5.543602,0.000000,-0.500000,209,217,254,free
112.591,21,10.490524,8.216990,0.275227,15.769,5.544271,0.000000,-0.500000,209,217,254,free
112.878,21,10.487311,8.216262,0.177430,10.166,5.545580,0.000000,-0.500000,209,217,254,free
113.082,21,10.486488,8.216022,0.072072,4.129,5.545967,0.000000,-0.500000,209,217,254,free
113.287,21,10.486120,8.215927,-0.042550,-2.438,5.546129,0.000000,-0.500000,209,217,254,free
113.488,21,10.485852,8.215951,-0.130925,-7.501,5.546155,0.000000,-0.500000,209,217,254,free
114.890,22,10.489652,8.215672,-0.287828,-16.491,5.545727,0.150000,0.000000,209,217,254,free
115.097,22,10.505512,8.210899,-0.294917,-16.897,5.547517,0.150000,0.000000,210,217,254,free
115.382,22,10.549071,8.197694,-0.296862,-17.009,5.552776,0.150000,0.000000,210,218,254,free
115.583,22,10.577976,8.188901,-0.293448,-16.813,5.556500,0.150000,0.000000,211,218,254,free
115.785,22,10.606980,8.180104,-0.291865,-16.723,5.560372,0.150000,0.000000,212,218,254,free
115.985,22,10.636179,8.171321,-0.292412,-16.754,5.564363,0.150000,0.000000,212,218,254,free
116.197,22,10.665457,8.162502,-0.293616,-16.823,5.568542,0.150000,0.000000,213,218,254,free
116.400,22,10.694788,8.153627,-0.294065,-16.849,5.572932,0.150000,0.000000,213,218,254,free
116.601,22,10.724165,8.144733,-0.293618,-16.823,5.577500,0.150000,0.000000,214,219,254,free
116.821,22,10.748668,8.137331,-0.293165,-16.797,5.581420,0.150000,0.000000,214,219,254,free
117.101,22,10.792811,8.124005,-0.293270,-16.803,5.588762,0.150000,0.000000,215,219,254,free
117.398,22,10.836806,8.110704,-0.293693,-16.827,5.596467,0.150000,0.000000,216,219,254,free
117.616,22,10.866084,8.101850,-0.293583,-16.821,5.601801,0.150000,0.000000,217,219,254,free
117.896,22,10.909887,8.088612,-0.293360,-16.808,5.610073,0.150000,0.000000,218,220,254,free
118.195,22,10.953651,8.075392,-0.293497,-16.816,5.618693,0.150000,0.000000,219,220,254,free
118.400,22,10.982839,8.066569,-0.293618,-16.823,5.624646,0.150000,0.000000,219,220,254,free
118.614,22,11.007190,8.059207,-0.293656,-16.825,5.629737,0.150000,0.000000,220,220,254,free
118.898,22,11.051120,8.045926,-0.293618,-16.823,5.639197,0.150000,0.000000,221,221,254,free
121.013,23,11.079904,8.037233,-0.291608,-16.708,5.645580,0.000000,0.500000,221,221,254,free
121.228,23,11.085171,8.036565,-0.275517,-15.786,5.645845,0.000000,0.500000,221,221,254,free
121.511,23,11.090651,8.035689,-0.200265,-11.474,5.646306,0.000000,0.500000,221,221,254,free
121.712,23,11.092101,8.035625,-0.119162,-6.827,5.646261,0.000000,0.500000,221,221,254,free
121.920,23,11.092808,8.035613,-0.017700,-1.014,5.646221,0.000000,0.500000,221,221,254,free
122.121,23,11.093094,8.035651,0.073089,4.188,5.646161,0.000000,0.500000,221,221,254,free
131.065,24,11.089133,8.035554,0.300030,17.190,5.646555,0.150000,0.000000,221,221,254,free
131.280,24,11.109351,8.041758,0.300078,17.193,5.638884,0.150000,0.000000,222,221,254,free
131.564,24,11.152768,8.055256,0.300468,17.216,5.622474,0.150000,0.000000,223,220,254,free
131.769,24,11.181921,8.064288,0.300095,17.194,5.611666,0.150000,0.000000,223,220,254,free
131.969,24,11.211151,8.073328,0.299705,17.172,5.600991,0.150000,0.000000,224,220,254,free
132.279,24,11.250226,8.085403,0.299813,17.178,5.586960,0.150000,0.000000,225,220,254,free
132.484,24,11.279570,8.094479,0.300082,17.193,5.576589,0.150000,0.000000,225,220,254,free
