experiment_id,method,flow,run_dir,outcome,wall_clock_sec,path_length_m,path_efficiency_ratio,final_distance_to_goal_m,total_llm_cycles,total_actions,total_pose_samples_map,total_cmd_vel_samples,llm_provider,llm_model
2,A* + LLM Follower,5,/Users/brennenfarrell/Desktop/homework/senior/robotics/project/experiment_data_folder/experiment_2/flow_5/20260426_214442,goal_reached,247.349,14.91506573699766,0.6373126271688239,0.052,43,43,2428,2228,anthropic,claude-sonnet-4-6
